pid;ID;Kapitelueberschrift;ErsteSeite;LetzteSeite;Anzahl_Seiten;PID_ersteSeite;Anzahl_weitereGliederungsebenen;DeeplinkingUrl
996741;DTL1349;"Kraus, Eberhard: Regensburger Orgeln - Das Bild einer städtischen Orgellandschaft";"Seite 59";"Seite 94";42;997135;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997135
996741;DTL1350;"Völkl, Georg: Hohengebraching. Eine säkularisierte Stiftspropstei";"Seite 95";"Seite 128";35;997177;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997177
996741;DTL1351;"Brunner, Georg: Adlersberg und seine Geschichte";"Seite 129";"Seite 144";16;997213;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997213
996741;DTL1352;"Sterl, Reimund W.: Regensburger Musikinstrumentenbauer von der Mitte des 15. Jahrhunderts bis zur Neuzeit";"Seite 145";"[Abb.] Tangentenflügel, von Späth und Schmahl 1793 gebaut, jetzt im Musikinstrumentenmuseum des Staatlichen Instituts für Musikforschung in Berlin  --  Signatur im Tangentenflügel von Späth und Schmahl (1793)";17;997229;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997229
996741;DTL1353;"Hubel, Achim: Albrecht Altdorfers Tafel: ""Die beiden Johannes."" Studien zu Form und Farbe in Altdorfers Gemälden";"Seite 161";"[Abb.] 2 Albrecht Altdorfer, Die Geburt Mariae Tafelbild.";20;997247;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997247
996741;DTL1354;"Seitz, Reinhard H.: Zum Werk von Wolfgang Dientzenhofer d. Ä. und zu seiner Stellung im oberpfälzischen Bauwesen um das Jahr 1700";"Seite 177";"Seite 190";21;997267;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997267
996741;DTL1355;"Rudin, Bärbel: Fahrende Schauspieler in Regensburg (1708-1711). Ein Beitrag zur Personal- und Repertoirestruktur der Wanderbühne";"Seite 191";"[Seite 206]";16;997289;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997289
996741;DTL1356;"Bartunek, Václav: Der hl. Johann von Nepomuk";"Seite 207";"[Seite 214]";8;997305;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997305
996741;DTL1357;"Gebhard, Torsten: Technikgeschichte und museale Darstellung. Zum Werden des oberpfälzischen Industriemuseums Theuern";"Seite 215";"Seite 222";8;997313;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997313
996741;DTL1358;"Matzel, Klaus: Zu dem Ortsnamen Tirschenreuth";"Seite 223";"Seite 224";2;997321;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997321
996741;DTL1359;"Schmidt, Rolf: Oberdeutsche Bischofsstadt";"Seite 225";"Seite 230";6;997323;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997323
996741;DTL1360;"Vereinschronik";"Seite 231";"[Seite 234]";4;997329;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997329
996741;DTL1361;"Satzung des historischen Vereins für die Oberpfalz und Regensburg";"Seite 235";"[Seite 240]";6;997333;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997333
996741;DTL1362;"Buchbesprechungen";"Seite 241";"Seite 254";14;997339;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997339
996741;DTL1363;"Neuerscheinungen zu Geschichte und Landeskunde der Oberpfalz 1972";"Seite 255";"[Seite 296]";42;997353;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997353
996741;DTL1364;"Mitgliederverzeichnis";"Seite 297";"Seite 313";17;997395;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=996741&childpid=997395
1293526;DTL1801;"Titelblatt";"[Seite 1]";"[Seite 4]";4;1293976;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1293976
1293526;DTL1802;"Inhaltsverzeichnis";"Seite 5";"Seite 6";2;1293980;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1293980
1293526;DTL1803;"Ritscher, Berta: Die Entwicklung der Regensburger Ratsverfassung in der gesellschaftlichen und wirtschaftlichen Struktur der Zeit von 1245-1429. Teil I";"Seite 7";"Seite 126";120;1293982;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1293982
1293526;DTL1804;"Nikol, Hans: Die Herren von Sauerzapf. Geschichte eines Hammergeschlechts der Oberpfalz";"Seite 127";"Seite 214";111;1294102;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294102
1293526;DTL1805;"Schmidt, Otto: Zur Theatergeschichte Ambergs. 1752 bis 1803";"Seite 215";"[Seite 246]";32;1294214;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294214
1293526;DTL1806;"Hauser, Ludwig: Steinzeitjäger im Hanzinger Pfahl bei Trefling, LK Cham";"Seite 247";"[Abb.] 20  1. Breites Steinbeil von Geigen. LK Cham";5;1294246;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294246
1293526;DTL1807;"Hauser, Ludwig: Vorgeschichtliche Funde vom Galgenberg bei Cham";"Seite 249";"Seite 254";6;1294252;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294252
1293526;DTL1808;"Gamber, Klaus: Die Regensburger Mission in Böhmen im Lichte der Liturgiebücher";"Seite 255";"[Seite 260]";6;1294258;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294258
1293526;DTL1809;"Bartunek, Václav: Regensburg und Prag von 973 bis zum Tod Bischof Thidags 1017";"Seite 261";"Seite 276";16;1294264;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294264
1293526;DTL1810;"Schmidt, Rolf: Mittelalterliche Stadtforschung und Regensburg. Gedanken zu einem Sammelwerk über die Stadt des Mittelalters nebst zwei Exkursen über das Regensburger Hansgrafenamt und die Bevölkerungszahl von Regensburg im Mittelalter";"Seite 277";"[Seite 290]";14;1294280;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294280
1293526;DTL1811;"Weiß, Rudolf: Die Entstehung der Hofmark Pertolzhofen. Ein Beitrag zur oberpfälzischen Hofmarksgeschichte";"Seite 291";"[Seite 304]";14;1294294;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294294
1293526;DTL1812;"Emmerig, Ernst: Entwicklung der staatlichen Verwaltung der Oberpfalz von Montgelas bis heute";"Seite 305";"[Seite 332]";28;1294308;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294308
1293526;DTL1813;"Keßel, Willi: Hanna Dachs im kulturellen und politischen Leben Regensburgs";"Seite 333";"Seite 370";38;1294336;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294336
1293526;DTL1814;"Mayr, Maximiliane: Altregensburger Miniaturen a) Das Blecherne Eck";"Seite 371";"[Seite 372]";2;1294374;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294374
1293526;DTL1815;"Mayr, Maximiliane: Altregensburger Miniaturen b) Klein-Geiselhöring";"Seite 373";"Seite 374";2;1294376;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294376
1293526;DTL1816;"Mai, Paul: Vereinschronik";"Seite 375";"Seite 376";2;1294378;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294378
1293526;DTL1817;"Buchbesprechungen";"Seite 377";"Seite 389";13;1294380;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294380
1293526;DTL1818;"Neuerscheinungen zur Geschichte und Landeskunde der Oberpfalz 1973";"Seite 390";"Seite 413";24;1294393;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294393
1293526;DTL1819;"Verfasserregister";"Seite 414";"Seite 420";8;1294417;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1293526&childpid=1294417
791716;DTL1317;"[Titel]";"[Seite 1]";"[Seite 4]";4;792045;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792045
791716;DTL1318;"Inhaltsverzeichnis";"Seite 5";"Seite 6";2;792049;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792049
791716;DTL1319;"Ritscher, Berta: Die Entwicklung der Regensburger Ratsverfassung in der gesellschaftlichen und wirtschaftlichen Struktur der Zeit von 1245-1429. Teil II";"Seite 7";"[Seite 64]";58;792051;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792051
791716;DTL1322;"Schütz, Alois: Beiträge zur Verwaltung des Bistums und Hochstifts Regensburg unter Bischof Nikolaus von Ybbs (1313-1340)";"Seite 65";"[Seite 110]";46;792111;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792111
791716;DTL1323;"Regler, Rudolf: Die Amberger Ratsgeschlechter der Wolenzhofer, Reich und Hegner im 14. Jahrhundert";"Seite 111";"[Seite 140]";30;792157;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792157
791716;DTL1324;"Sperl, Ernst: Die Pfarrkirche St. Ägidius in Gunzendorf und ihr Glockenstuhl im Widerstreit der Baupflicht";"Seite 141";"[Abbildungen]";53;792187;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792187
791716;DTL1332;"Osterhaus, Udo: Neuere Grabungen im Römischen Regensburg";"Seite 193";"[Seite 202]";10;792247;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792247
791716;DTL1333;"Gamber, Klaus: Das Prager Sakramentar als Quelle für die Regensburger Stadtgeschichte in der Zeit der Agilolfinger";"Seite 203";"Seite 230";28;792257;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792257
791716;DTL1334;"Ambronn, Karl-Otto: Bemerkungen zu den Anfängen des Hansgrafenamtes in Regensburg";"Seite 231";"[Seite 242]";12;792285;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792285
791716;DTL1335;"Hofmeister, Walter: Die Hofmeister. Eine altbayerische Adelsfamilie";"Seite 243";"Seite 250";8;792297;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792297
791716;DTL1336;"Hofmeister, Walter: Der Weinhof in Regensburg. Ein Beitrag zur Frühgeschichte der Neuen Waag";"Seite 251";"Seite 252";2;792305;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792305
791716;DTL1337;"Niedermeier, Hans: Die Regensburger Hebammenordnung von 1452";"Seite 253";"Seite 266";14;792307;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792307
791716;DTL1338;"Fischer, Hermann; Wohnhaas, Theodor: Zur Geschichte der Auerbacher Orgeln";"Seite 267";"Seite 278";12;792321;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792321
791716;DTL1339;"Vereinschronik";"Seite 279";"Seite 281";3;792333;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792333
791716;DTL1340;"Buchbesprechungen";"Seite 282";"Seite 286";5;792336;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792336
791716;DTL1341;"Neuerscheinungen zur Geschichte und Landeskunde der Oberpfalz 1974";"Seite 287";"Seite 318";32;792341;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=791716&childpid=792341
1210661;DTL493;"[Titelblatt]";"[Seite 1]";"[Seite 2]";2;1210784;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1210661&childpid=1210784
1210661;DTL494;"Register zu den Verhandlungen des Historischen Vereins für die Oberpfalz und Regensburg, Band 76 - 90";"[Seite 3]";"Seite 122";120;1210786;43;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1210661&childpid=1210786
1304155;DTL1289;"Titelblatt";"[Seite I]";"[Seite 4]";6;1304484;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304484
1304155;DTL1290;"Inhaltsverzeichnis";"Seite 5";"Seite 6";2;1304490;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304490
1304155;DTL1291;"Ritscher, Berta: Die Entwicklung der Regensburger Ratsverfassung in der gesellschaftlichen und wirtschaftlichen Struktur der Zeit von 1245-1429. Teil III";"Seite 7";"Seite 110";104;1304492;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304492
1304155;DTL1292;"Greipl, Egon Johann: Die Briefe Roman Zirngibls von St. Emmeram in Regensburg an den Augsburger Gelehrten G. W. Zapf (1779-1785)";"Seite 111";"Seite 164";54;1304600;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304600
1304155;DTL1293;"Gamber, Klaus: Der Monolith-Altar im Mortuarium des Domkreuzganges und sein Gegenstück in Naturns ( Vinschgau)";"Seite 165";"Seite 170";6;1304656;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304656
1304155;DTL1294;"Gamber, Klaus: Fragmentblätter eines Regensburger Evangeliars aus der Zeit des Herzogs Tassilo";"Seite 171";"Seite 174";4;1304663;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304663
1304155;DTL1295;"Kraus, Andreas: Bayern und der Nordgau. Eine Richtigstellung";"Seite 175";"Seite 178";4;1304667;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304667
1304155;DTL1296;"Harbison, Peter: Baugeschichtliche Verbindungen zwischen Irland und Regensburg";"Seite 179";"[Abb.] 3 St. Emmeram, Regensburg. Arkade und Rundfenster an der Innenwand der Westseite des Kreuzganges.  --  4 Corcomroe, Grafschaft Clare, Irland. Chorwölbung mit ausgehöhltem Fischgrätenmuster";4;1304671;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304671
1304155;DTL1297;"Schönfeld, Roland: Die Donau als Faktor der wirtschaftlichen Entwicklung Regensburgs";"Seite 181";"[Seite 194]";14;1304675;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304675
1304155;DTL1298;"Mayr, Maxmiliane: Der Schleier der Verkündigungsmadonna des Erminoldmeisters im Regensburger Dom";"Seite 195";"Seite 196";2;1304690;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304690
1304155;DTL1299;"Fuchs, Achim: Das Handwerk im Landrichteramt Burglengenfeld am Ende des 16. Jahrhunderts";"Seite 197";"[Seite 206]";10;1304692;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304692
1304155;DTL1300;"Seitz, Reinhard W.: Unbekannte Stukkaturen des Wessobrunner Zimmermann-Neffen Anton Landes in der Oberpfalz";"Seite 207";"[Abb.] Entwurf für den Stuck der Pfarrkirche Moosbach";16;1304702;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304702
1304155;DTL1301;"Schlemmer, Hans: Der Hochaltar der Wallfartskirche Dechbetten. Ein Werk des Regensburger Bildhauers Simon Sorg aus dem Jahre 1767";"Seite 217";"Seite 222";6;1304719;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304719
1304155;DTL1302;"Sterl, Raimund W.: Zur Regensburger Namensliste für ein Bayerisches Musiklexikon";"Seite 223";"[Seite 226]";4;1304725;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304725
1304155;DTL1303;"Kargl, Johann: Die Verkleinerungsformen in den Mundarten von Niederbayern und Oberpfalz";"Seite 227";"Seite 250";24;1304730;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304730
1304155;DTL1304;"Spitzner, Alfred: Nachruf für Herrn Otto Fürnrohr bei der Trauerfeier am 27.4.1976 auf dem Dreifaltigkeits-Friedhof in Regensburg";"Seite 251";"Seite 252";2;1304754;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304754
1304155;DTL1305;"Schmidt, Otto: Hans Jungwirth zum Gedächtnis";"Seite 253";"Seite 254";2;1304756;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304756
1304155;DTL1306;"Mai, Dr. Paul: Vereinschronik";"Seite 255";"Seite 257";3;1304758;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304758
1304155;DTL1307;"Buchbesprechungen";"Seite 258";"Seite 272";15;1304762;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304762
1304155;DTL1308;"Schinhammer, Heinrich: Der Schriftentausch des Historischen Vereins für die Oberpfalz und Regensburg";"Seite 273";"[Seite 278]";6;1304777;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304777
1304155;DTL1309;"Riesinger, Alois: Neuerscheinung zur Geschichte und Landeskunde der Oberpfalz 1975";"Seite 279";"Seite 311";33;1304783;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1304155&childpid=1304783
971581;DTL1289;"Titelblatt";"[Seite 1]";"[Seite 4]";4;971903;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=971903
971581;DTL1290;"Inhaltsverzeichnis";"Seite 5";"Seite 6";2;971907;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=971907
971581;DTL1291;"Schmidt, Otto: Die Betreuung der Aussätzigen in Amberg";"Seite 7";"[Seite 30]";24;971909;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=971909
971581;DTL1292;"Press, Volker: Die Grundlagen der kurpfälzischen Herrschaft in der Oberpfalz 1499-1621. Dem Gedächtnis von Hans und Hanna Dachs";"Seite 31";"[Seite 68]";38;971933;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=971933
971581;DTL1293;"Schlichting, Günter: Die Annahme der Konkordienformel in Regensburg. Eine Reichsstadt ringt um ihr Bekenntnis";"Seite 69";"[Seite 104]";36;971971;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=971971
971581;DTL1294;"Nichelmann, Volker: Die Eisenwerk-Gesellschaft Maximilianshütte im Spiegel der Amberger und Sulzbacher Presse von 1851-1920. Nachrichten von Gestern";"Seite 105";"[Seite 174]";72;972007;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=972007
971581;DTL1295;"Osterhaus, Udo: Ein bemerkenswerter frühmittelalterlicher Fund aus Regensburg - Bismarckplatz";"Seite 177";"[Seite 182]";7;972079;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=972079
971581;DTL1296;"Gamber, Klaus: Die Pfalz Kaiser Arnulfs in Regensburg und ihr künstlerischer Schmuck";"Seite 183";"Seite 196";14;972086;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=972086
971581;DTL1297;"Herkenrath, Rainer Maria: Friedrich Barbarossas Aufenthalt in Hemau. Zur Datierung des einfachen Diploms für das Kloster Biburg";"Seite 197";"[Seite 206]";10;972100;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=972100
971581;DTL1298;"Dietheuer, Franz: Sammlung der Steinmetzzeichen am Dom zu Regensburg";"Seite 207";"Seite 226";21;972110;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=972110
971581;DTL1299;"Regler, Rudolf: Die Hammereinigung zwischen Amberg und Sulzbach von 1341";"Seite 227";"Seite 238";12;972131;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=972131
971581;DTL1300;"Neubauer, Edmund: Königtum und Reichsstadt im 14. Jahrhundert im Spiegel der Reichsstadt Regensburgischen Chronik";"Seite 239";"Seite 258";20;972143;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=972143
971581;DTL1301;"Schmid, Diethard:  Regensburg - Bürgertum und Stadtregion im späten Mittelalter";"Seite 259";"Seite 278";20;972163;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=972163
971581;DTL1302;"Fritsche, Elfriede; Fuchshuber, Gisela; Kapfhammer, Günther; Maierbacher, Gabriele: Ursachen und Formen standortbezogener und mobiler Arbeit. Dargestellt am Beispiel Falkensteiner Vorwald";"Seite 279";"Seite 288";10;972183;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=972183
971581;DTL1303;"Färber, Sigfrid: Die Pustet und ihr Verlagswerk";"Seite 289";"Seite 298";10;972193;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=972193
971581;DTL1304;"Vereinschronik";"Seite 299";"Seite 301";3;972203;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=972203
971581;DTL1305;"Buchbesprechungen";"Seite 302";"[Seite 319]";18;972206;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=971581&childpid=972206
1325666;DTL1389;"Titelblatt";"[Seite 1]";"[Seite 4]";4;1326098;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326098
1325666;DTL1390;"Inhaltsverzeichnis";"Seite 5";"Seite 6";2;1326103;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326103
1325666;DTL1391;"Betz, Karl-Heinz: Das ikonologische Programm der Alten Kapelle in Regensburg";"Seite 7";"Seite 52";51;1326106;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326106
1325666;DTL1392;"Linstädt, Axel: Das Chorgestühl der Stiftskirche Waldsassen";"Seite 53";"[Seite 86]";35;1326174;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326174
1325666;DTL1393;"Reidel, Hermann: Die Villenbauten Emanuel Joseph von Herigoyens in Regensburg. Ein Beitrag zur Architektur des Klassizismus in Regensburg";"Seite 87";"Seite 136";53;1326221;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326221
1325666;DTL1394;"Loers, Veit: Walhalla und Salvatorkirche. Der Ehrentempel zwischen Bildungsgarten und ästhetischer Landschaft";"Seite 137";"[Seite 172]";48;1326278;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326278
1325666;DTL1395;"Herrmann, Erwin: Karl IV. und Nordostbayern";"Seite 173";"[Seite 188]";16;1326326;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326326
1325666;DTL1396;"Ambronn, Karl-Otto: Die kurpfälzische Freibehausung in Regensburg. Ein Beitrag zur Geschichte der Beziehungen zwischen der Kurpfalz und der Reichsstadt Regensburg";"Seite 189";"[Abb.] 2. Ausschnitt aus Abb.1. Unterschrift Hans Leinbergers mit folgendem Wortlaut: ""vnderteniger Hanns leinwerger pildschnitzer zw Landshuet""  --  Abb.3 Siegelabdruck Hans Leinberger.";34;1326342;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326342
1325666;DTL1397;"Hubel, Achim: Ein eigenhändiger Brief des Bildhauers Hans Leinberger";"Seite 217";"[Seite 220]";4;1326376;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326376
1325666;DTL1398;"Weiß, Elmar: Die kaiserliche Gesandtschaftsreise des Landgrafen von Leuchtenberg an Jakob I. von England (1605)";"Seite 221";"[Seite 236]";16;1326380;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326380
1325666;DTL1399;"Wurster, Herbert W.: Johann Beers ""Beschreibung der Statt Regenspurg"". Ein wiedergefundenes barockes Lobgedicht";"Seite 237";"Seite 258";22;1326396;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326396
1325666;DTL1400;"Sterl, Raimund W.: Zur Geschichte des Stadtarchivs Regensburg";"Seite 259";"Seite 272";16;1326418;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326418
1325666;DTL1401;"Wolf, Herbert: Nachweis eines bastionierten Außenwerks der Chamer Stadtbefestigung des 18. Jahrhunderts";"Seite 273";"Seite 278";7;1326434;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326434
1325666;DTL1402;"Endres, W.: Keramikfunde am ehemaligen Sandtor in Cham";"Seite 279";"Seite 286";8;1326442;0;http://digital.bib-bvb.de/webclient/DeliveryManager?custom_att_2=simple_viewer&pid=1325666&childpid=1326442
